"group","asset","file_name","bytes","inferred_game_path"
"CombatFocus","DA_Trait_CombatFocus_DustThrow","DA_Trait_CombatFocus_DustThrow.uasset","3123","/Game/_Dawnwalker/Player/CharacterDevelopment/Traits/DataAssets/DA_Trait_CombatFocus_DustThrow"
"CombatFocus","DA_Trait_CombatFocus_Explosion","DA_Trait_CombatFocus_Explosion.uasset","3099","/Game/_Dawnwalker/Player/CharacterDevelopment/Traits/DataAssets/DA_Trait_CombatFocus_Explosion"
"CombatFocus","DA_Trait_CombatFocus_FeralMind","DA_Trait_CombatFocus_FeralMind.uasset","2069","/Game/_Dawnwalker/Player/CharacterDevelopment/Traits/DataAssets/DA_Trait_CombatFocus_FeralMind"
"CombatFocus","DA_Trait_CombatFocus_FlamingAether","DA_Trait_CombatFocus_FlamingAether.uasset","2117","/Game/_Dawnwalker/Player/CharacterDevelopment/Traits/DataAssets/DA_Trait_CombatFocus_FlamingAether"
"CombatFocus","DA_Trait_CombatFocus_Kick","DA_Trait_CombatFocus_Kick.uasset","1984","/Game/_Dawnwalker/Player/CharacterDevelopment/Traits/DataAssets/DA_Trait_CombatFocus_Kick"
"CombatFocus","DA_Trait_CombatFocus_LifeLock","DA_Trait_CombatFocus_LifeLock.uasset","3085","/Game/_Dawnwalker/Player/CharacterDevelopment/Traits/DataAssets/DA_Trait_CombatFocus_LifeLock"
"CombatFocus","DA_Trait_CombatFocus_LivingScars","DA_Trait_CombatFocus_LivingScars.uasset","2085","/Game/_Dawnwalker/Player/CharacterDevelopment/Traits/DataAssets/DA_Trait_CombatFocus_LivingScars"
"CombatFocus","DA_Trait_CombatFocus_Mesmerize","DA_Trait_CombatFocus_Mesmerize.uasset","3099","/Game/_Dawnwalker/Player/CharacterDevelopment/Traits/DataAssets/DA_Trait_CombatFocus_Mesmerize"
"CombatFocus","DA_Trait_CombatFocus_MirroredScars","DA_Trait_CombatFocus_MirroredScars.uasset","2149","/Game/_Dawnwalker/Player/CharacterDevelopment/Traits/DataAssets/DA_Trait_CombatFocus_MirroredScars"
"CombatFocus","DA_Trait_CombatFocus_MuscleAethering","DA_Trait_CombatFocus_MuscleAethering.uasset","2149","/Game/_Dawnwalker/Player/CharacterDevelopment/Traits/DataAssets/DA_Trait_CombatFocus_MuscleAethering"
"CombatFocus","DA_Trait_CombatFocus_NeckArteryAttack","DA_Trait_CombatFocus_NeckArteryAttack.uasset","3284","/Game/_Dawnwalker/Player/CharacterDevelopment/Traits/DataAssets/DA_Trait_CombatFocus_NeckArteryAttack"
"CombatFocus","DA_Trait_CombatFocus_Necrospeak","DA_Trait_CombatFocus_Necrospeak.uasset","2330","/Game/_Dawnwalker/Player/CharacterDevelopment/Traits/DataAssets/DA_Trait_CombatFocus_Necrospeak"
"CombatFocus","DA_Trait_CombatFocus_Passive_Adrenaline","DA_Trait_CombatFocus_Passive_Adrenaline.uasset","3308","/Game/_Dawnwalker/Player/CharacterDevelopment/Traits/DataAssets/DA_Trait_CombatFocus_Passive_Adrenaline"
"CombatFocus","DA_Trait_CombatFocus_Passive_ArcaneVitality","DA_Trait_CombatFocus_Passive_ArcaneVitality.uasset","3435","/Game/_Dawnwalker/Player/CharacterDevelopment/Traits/DataAssets/DA_Trait_CombatFocus_Passive_ArcaneVitality"
"CombatFocus","DA_Trait_CombatFocus_Passive_AstralConnection","DA_Trait_CombatFocus_Passive_AstralConnection.uasset","3462","/Game/_Dawnwalker/Player/CharacterDevelopment/Traits/DataAssets/DA_Trait_CombatFocus_Passive_AstralConnection"
"CombatFocus","DA_Trait_CombatFocus_Passive_Defender","DA_Trait_CombatFocus_Passive_Defender.uasset","3240","/Game/_Dawnwalker/Player/CharacterDevelopment/Traits/DataAssets/DA_Trait_CombatFocus_Passive_Defender"
"CombatFocus","DA_Trait_CombatFocus_Passive_LoopedIgnition","DA_Trait_CombatFocus_Passive_LoopedIgnition.uasset","3401","/Game/_Dawnwalker/Player/CharacterDevelopment/Traits/DataAssets/DA_Trait_CombatFocus_Passive_LoopedIgnition"
"CombatFocus","DA_Trait_CombatFocus_Passive_ShrededTouch","DA_Trait_CombatFocus_Passive_ShrededTouch.uasset","3364","/Game/_Dawnwalker/Player/CharacterDevelopment/Traits/DataAssets/DA_Trait_CombatFocus_Passive_ShrededTouch"
"CombatFocus","DA_Trait_CombatFocus_Passive_SwiftAdvance","DA_Trait_CombatFocus_Passive_SwiftAdvance.uasset","3356","/Game/_Dawnwalker/Player/CharacterDevelopment/Traits/DataAssets/DA_Trait_CombatFocus_Passive_SwiftAdvance"
"CombatFocus","DA_Trait_CombatFocus_Passive_VrakhirShield","DA_Trait_CombatFocus_Passive_VrakhirShield.uasset","3431","/Game/_Dawnwalker/Player/CharacterDevelopment/Traits/DataAssets/DA_Trait_CombatFocus_Passive_VrakhirShield"
"CombatFocus","DA_Trait_CombatFocus_PowerThrust","DA_Trait_CombatFocus_PowerThrust.uasset","2078","/Game/_Dawnwalker/Player/CharacterDevelopment/Traits/DataAssets/DA_Trait_CombatFocus_PowerThrust"
"CombatFocus","DA_Trait_CombatFocus_PurulentLimbs","DA_Trait_CombatFocus_PurulentLimbs.uasset","3229","/Game/_Dawnwalker/Player/CharacterDevelopment/Traits/DataAssets/DA_Trait_CombatFocus_PurulentLimbs"
"CombatFocus","DA_Trait_CombatFocus_Scream","DA_Trait_CombatFocus_Scream.uasset","3083","/Game/_Dawnwalker/Player/CharacterDevelopment/Traits/DataAssets/DA_Trait_CombatFocus_Scream"
"CombatFocus","DA_Trait_CombatFocus_ShadowstepBite","DA_Trait_CombatFocus_ShadowstepBite.uasset","3252","/Game/_Dawnwalker/Player/CharacterDevelopment/Traits/DataAssets/DA_Trait_CombatFocus_ShadowstepBite"
"CombatFocus","DA_Trait_CombatFocus_ShadowstepDrain","DA_Trait_CombatFocus_ShadowstepDrain.uasset","2150","/Game/_Dawnwalker/Player/CharacterDevelopment/Traits/DataAssets/DA_Trait_CombatFocus_ShadowstepDrain"
"CombatFocus","DA_Trait_CombatFocus_ShadowStorm","DA_Trait_CombatFocus_ShadowStorm.uasset","3151","/Game/_Dawnwalker/Player/CharacterDevelopment/Traits/DataAssets/DA_Trait_CombatFocus_ShadowStorm"
"CombatFocus","DA_Trait_CombatFocus_SilverDust","DA_Trait_CombatFocus_SilverDust.uasset","2128","/Game/_Dawnwalker/Player/CharacterDevelopment/Traits/DataAssets/DA_Trait_CombatFocus_SilverDust"
"CombatFocus","DA_Trait_CombatFocus_StoneManDisease","DA_Trait_CombatFocus_StoneManDisease.uasset","3281","/Game/_Dawnwalker/Player/CharacterDevelopment/Traits/DataAssets/DA_Trait_CombatFocus_StoneManDisease"
"CombatFocus","DA_Trait_CombatFocus_ThighStrike","DA_Trait_CombatFocus_ThighStrike.uasset","2084","/Game/_Dawnwalker/Player/CharacterDevelopment/Traits/DataAssets/DA_Trait_CombatFocus_ThighStrike"
"CombatFocus","DA_Trait_CombatFocus_ThrowSand","DA_Trait_CombatFocus_ThrowSand.uasset","2223","/Game/_Dawnwalker/Player/CharacterDevelopment/Traits/DataAssets/DA_Trait_CombatFocus_ThrowSand"
"CombatFocus","DA_Trait_CombatFocus_UpperCut","DA_Trait_CombatFocus_UpperCut.uasset","2088","/Game/_Dawnwalker/Player/CharacterDevelopment/Traits/DataAssets/DA_Trait_CombatFocus_UpperCut"
"CombatFocus","DA_Trait_CombatFocus_VitalityInjection","DA_Trait_CombatFocus_VitalityInjection.uasset","2173","/Game/_Dawnwalker/Player/CharacterDevelopment/Traits/DataAssets/DA_Trait_CombatFocus_VitalityInjection"
"CombatFocus","DA_Trait_CombatFocus_VrakhirShield","DA_Trait_CombatFocus_VrakhirShield.uasset","2049","/Game/_Dawnwalker/Player/CharacterDevelopment/Traits/DataAssets/DA_Trait_CombatFocus_VrakhirShield"
"CombatFocus","DA_Trait_CombatFocus_WideSwing","DA_Trait_CombatFocus_WideSwing.uasset","3088","/Game/_Dawnwalker/Player/CharacterDevelopment/Traits/DataAssets/DA_Trait_CombatFocus_WideSwing"
"CombatFocus","DA_Trait_CombatFocus_WolfBoost","DA_Trait_CombatFocus_WolfBoost.uasset","2089","/Game/_Dawnwalker/Player/CharacterDevelopment/Traits/DataAssets/DA_Trait_CombatFocus_WolfBoost"
"Edict","DA_Trait_Edict_StrongSoldiers","DA_Trait_Edict_StrongSoldiers.uasset","1209","/Game/_Dawnwalker/Player/CharacterDevelopment/Traits/DataAssets/DA_Trait_Edict_StrongSoldiers"
"Edict","DA_Trait_Edict_TradeLaw","DA_Trait_Edict_TradeLaw.uasset","1350","/Game/_Dawnwalker/Player/CharacterDevelopment/Traits/DataAssets/DA_Trait_Edict_TradeLaw"
"Human","DA_Trait_Human_AetherFocus","DA_Trait_Human_AetherFocus.uasset","2756","/Game/_Dawnwalker/Player/CharacterDevelopment/Traits/DataAssets/DA_Trait_Human_AetherFocus"
"Human","DA_Trait_Human_AetherProficiency","DA_Trait_Human_AetherProficiency.uasset","2841","/Game/_Dawnwalker/Player/CharacterDevelopment/Traits/DataAssets/DA_Trait_Human_AetherProficiency"
"Human","DA_Trait_Human_ArcaneEcho","DA_Trait_Human_ArcaneEcho.uasset","2993","/Game/_Dawnwalker/Player/CharacterDevelopment/Traits/DataAssets/DA_Trait_Human_ArcaneEcho"
"Human","DA_Trait_Human_BloodCost","DA_Trait_Human_BloodCost.uasset","2713","/Game/_Dawnwalker/Player/CharacterDevelopment/Traits/DataAssets/DA_Trait_Human_BloodCost"
"Human","DA_Trait_Human_Buffs","DA_Trait_Human_Buffs.uasset","2282","/Game/_Dawnwalker/Player/CharacterDevelopment/Traits/DataAssets/DA_Trait_Human_Buffs"
"Human","DA_Trait_Human_CascadingHexes","DA_Trait_Human_CascadingHexes.uasset","2635","/Game/_Dawnwalker/Player/CharacterDevelopment/Traits/DataAssets/DA_Trait_Human_CascadingHexes"
"Human","DA_Trait_Human_CraftingOne","DA_Trait_Human_CraftingOne.uasset","2733","/Game/_Dawnwalker/Player/CharacterDevelopment/Traits/DataAssets/DA_Trait_Human_CraftingOne"
"Human","DA_Trait_Human_CraftingTwo","DA_Trait_Human_CraftingTwo.uasset","2729","/Game/_Dawnwalker/Player/CharacterDevelopment/Traits/DataAssets/DA_Trait_Human_CraftingTwo"
"Human","DA_Trait_Human_CriticalAether","DA_Trait_Human_CriticalAether.uasset","2424","/Game/_Dawnwalker/Player/CharacterDevelopment/Traits/DataAssets/DA_Trait_Human_CriticalAether"
"Human","DA_Trait_Human_DoubleCast","DA_Trait_Human_DoubleCast.uasset","1980","/Game/_Dawnwalker/Player/CharacterDevelopment/Traits/DataAssets/DA_Trait_Human_DoubleCast"
"Human","DA_Trait_Human_FoodAndDrinkOne","DA_Trait_Human_FoodAndDrinkOne.uasset","2825","/Game/_Dawnwalker/Player/CharacterDevelopment/Traits/DataAssets/DA_Trait_Human_FoodAndDrinkOne"
"Human","DA_Trait_Human_FoodAndDrinkTwo","DA_Trait_Human_FoodAndDrinkTwo.uasset","2825","/Game/_Dawnwalker/Player/CharacterDevelopment/Traits/DataAssets/DA_Trait_Human_FoodAndDrinkTwo"
"Human","DA_Trait_Human_FountainOfYouth","DA_Trait_Human_FountainOfYouth.uasset","2538","/Game/_Dawnwalker/Player/CharacterDevelopment/Traits/DataAssets/DA_Trait_Human_FountainOfYouth"
"Human","DA_Trait_Human_Herbalist","DA_Trait_Human_Herbalist.uasset","2287","/Game/_Dawnwalker/Player/CharacterDevelopment/Traits/DataAssets/DA_Trait_Human_Herbalist"
"Human","DA_Trait_Human_HexCrit","DA_Trait_Human_HexCrit.uasset","2298","/Game/_Dawnwalker/Player/CharacterDevelopment/Traits/DataAssets/DA_Trait_Human_HexCrit"
"Human","DA_Trait_Human_HexDamage","DA_Trait_Human_HexDamage.uasset","3008","/Game/_Dawnwalker/Player/CharacterDevelopment/Traits/DataAssets/DA_Trait_Human_HexDamage"
"Human","DA_Trait_Human_HexDuration","DA_Trait_Human_HexDuration.uasset","3112","/Game/_Dawnwalker/Player/CharacterDevelopment/Traits/DataAssets/DA_Trait_Human_HexDuration"
"Human","DA_Trait_Human_MagicShield","DA_Trait_Human_MagicShield.uasset","2431","/Game/_Dawnwalker/Player/CharacterDevelopment/Traits/DataAssets/DA_Trait_Human_MagicShield"
"Human","DA_Trait_Human_PerfectCast","DA_Trait_Human_PerfectCast.uasset","2370","/Game/_Dawnwalker/Player/CharacterDevelopment/Traits/DataAssets/DA_Trait_Human_PerfectCast"
"Human","DA_Trait_Human_SilverTongue","DA_Trait_Human_SilverTongue.uasset","2964","/Game/_Dawnwalker/Player/CharacterDevelopment/Traits/DataAssets/DA_Trait_Human_SilverTongue"
"Human","DA_Trait_Human_ToughSkin","DA_Trait_Human_ToughSkin.uasset","2931","/Game/_Dawnwalker/Player/CharacterDevelopment/Traits/DataAssets/DA_Trait_Human_ToughSkin"
"Shared","DA_Trait_Shared_ArmorWeightProficiencyOne","DA_Trait_Shared_ArmorWeightProficiencyOne.uasset","3243","/Game/_Dawnwalker/Player/CharacterDevelopment/Traits/DataAssets/DA_Trait_Shared_ArmorWeightProficiencyOne"
"Shared","DA_Trait_Shared_ArmorWeightProficiencyTwo","DA_Trait_Shared_ArmorWeightProficiencyTwo.uasset","3265","/Game/_Dawnwalker/Player/CharacterDevelopment/Traits/DataAssets/DA_Trait_Shared_ArmorWeightProficiencyTwo"
"Shared","DA_Trait_Shared_ChainedSwordAttacks","DA_Trait_Shared_ChainedSwordAttacks.uasset","3359","/Game/_Dawnwalker/Player/CharacterDevelopment/Traits/DataAssets/DA_Trait_Shared_ChainedSwordAttacks"
"Shared","DA_Trait_Shared_CriticalRiposte","DA_Trait_Shared_CriticalRiposte.uasset","3532","/Game/_Dawnwalker/Player/CharacterDevelopment/Traits/DataAssets/DA_Trait_Shared_CriticalRiposte"
"Shared","DA_Trait_Shared_DeadlyReset","DA_Trait_Shared_DeadlyReset.uasset","1972","/Game/_Dawnwalker/Player/CharacterDevelopment/Traits/DataAssets/DA_Trait_Shared_DeadlyReset"
"Shared","DA_Trait_Shared_Endurance","DA_Trait_Shared_Endurance.uasset","3292","/Game/_Dawnwalker/Player/CharacterDevelopment/Traits/DataAssets/DA_Trait_Shared_Endurance"
"Shared","DA_Trait_Shared_FocusCharges","DA_Trait_Shared_FocusCharges.uasset","3106","/Game/_Dawnwalker/Player/CharacterDevelopment/Traits/DataAssets/DA_Trait_Shared_FocusCharges"
"Shared","DA_Trait_Shared_FocusChargesRegeneration","DA_Trait_Shared_FocusChargesRegeneration.uasset","2997","/Game/_Dawnwalker/Player/CharacterDevelopment/Traits/DataAssets/DA_Trait_Shared_FocusChargesRegeneration"
"Shared","DA_Trait_Shared_Omniblock","DA_Trait_Shared_Omniblock.uasset","3263","/Game/_Dawnwalker/Player/CharacterDevelopment/Traits/DataAssets/DA_Trait_Shared_Omniblock"
"Shared","DA_Trait_Shared_ParryOne","DA_Trait_Shared_ParryOne.uasset","3022","/Game/_Dawnwalker/Player/CharacterDevelopment/Traits/DataAssets/DA_Trait_Shared_ParryOne"
"Shared","DA_Trait_Shared_PreciseStrike","DA_Trait_Shared_PreciseStrike.uasset","2785","/Game/_Dawnwalker/Player/CharacterDevelopment/Traits/DataAssets/DA_Trait_Shared_PreciseStrike"
"Shared","DA_Trait_Shared_Riposte","DA_Trait_Shared_Riposte.uasset","2701","/Game/_Dawnwalker/Player/CharacterDevelopment/Traits/DataAssets/DA_Trait_Shared_Riposte"
"Shared","DA_Trait_Shared_Stamina","DA_Trait_Shared_Stamina.uasset","2987","/Game/_Dawnwalker/Player/CharacterDevelopment/Traits/DataAssets/DA_Trait_Shared_Stamina"
"Shared","DA_Trait_Shared_StrongBack","DA_Trait_Shared_StrongBack.uasset","2947","/Game/_Dawnwalker/Player/CharacterDevelopment/Traits/DataAssets/DA_Trait_Shared_StrongBack"
"Shared","DA_Trait_Shared_SwordAttacksOne","DA_Trait_Shared_SwordAttacksOne.uasset","3163","/Game/_Dawnwalker/Player/CharacterDevelopment/Traits/DataAssets/DA_Trait_Shared_SwordAttacksOne"
"Shared","DA_Trait_Shared_SwordAttacksTwo","DA_Trait_Shared_SwordAttacksTwo.uasset","2507","/Game/_Dawnwalker/Player/CharacterDevelopment/Traits/DataAssets/DA_Trait_Shared_SwordAttacksTwo"
"Shared","DA_Trait_Shared_SwordCooldown","DA_Trait_Shared_SwordCooldown.uasset","2801","/Game/_Dawnwalker/Player/CharacterDevelopment/Traits/DataAssets/DA_Trait_Shared_SwordCooldown"
"Shared","DA_Trait_Shared_SwordCriticalHit","DA_Trait_Shared_SwordCriticalHit.uasset","3234","/Game/_Dawnwalker/Player/CharacterDevelopment/Traits/DataAssets/DA_Trait_Shared_SwordCriticalHit"
"Shared","DA_Trait_Shared_SwordExpert","DA_Trait_Shared_SwordExpert.uasset","2445","/Game/_Dawnwalker/Player/CharacterDevelopment/Traits/DataAssets/DA_Trait_Shared_SwordExpert"
"Shared","DA_Trait_Shared_SwordfightFocus","DA_Trait_Shared_SwordfightFocus.uasset","2844","/Game/_Dawnwalker/Player/CharacterDevelopment/Traits/DataAssets/DA_Trait_Shared_SwordfightFocus"
"Shared","DA_Trait_Shared_Tactician","DA_Trait_Shared_Tactician.uasset","1988","/Game/_Dawnwalker/Player/CharacterDevelopment/Traits/DataAssets/DA_Trait_Shared_Tactician"
"Shared","DA_Trait_Shared_Vitality","DA_Trait_Shared_Vitality.uasset","2981","/Game/_Dawnwalker/Player/CharacterDevelopment/Traits/DataAssets/DA_Trait_Shared_Vitality"
"Shared","DA_Trait_Shared_WeaknessSpotting","DA_Trait_Shared_WeaknessSpotting.uasset","2837","/Game/_Dawnwalker/Player/CharacterDevelopment/Traits/DataAssets/DA_Trait_Shared_WeaknessSpotting"
"Shared","DA_Trait_Shared_WeaponProficiency","DA_Trait_Shared_WeaponProficiency.uasset","1765","/Game/_Dawnwalker/Player/CharacterDevelopment/Traits/DataAssets/DA_Trait_Shared_WeaponProficiency"
"Vampire","DA_Trait_Vampire_Antigrav","DA_Trait_Vampire_Antigrav.uasset","2869","/Game/_Dawnwalker/Player/CharacterDevelopment/Traits/DataAssets/DA_Trait_Vampire_Antigrav"
"Vampire","DA_Trait_Vampire_BloodDrinking","DA_Trait_Vampire_BloodDrinking.uasset","2922","/Game/_Dawnwalker/Player/CharacterDevelopment/Traits/DataAssets/DA_Trait_Vampire_BloodDrinking"
"Vampire","DA_Trait_Vampire_BloodRegeneration","DA_Trait_Vampire_BloodRegeneration.uasset","2506","/Game/_Dawnwalker/Player/CharacterDevelopment/Traits/DataAssets/DA_Trait_Vampire_BloodRegeneration"
"Vampire","DA_Trait_Vampire_ChainedClawsAttacks","DA_Trait_Vampire_ChainedClawsAttacks.uasset","3406","/Game/_Dawnwalker/Player/CharacterDevelopment/Traits/DataAssets/DA_Trait_Vampire_ChainedClawsAttacks"
"Vampire","DA_Trait_Vampire_ClawsDamage","DA_Trait_Vampire_ClawsDamage.uasset","3281","/Game/_Dawnwalker/Player/CharacterDevelopment/Traits/DataAssets/DA_Trait_Vampire_ClawsDamage"
"Vampire","DA_Trait_Vampire_ClawsStamina","DA_Trait_Vampire_ClawsStamina.uasset","2813","/Game/_Dawnwalker/Player/CharacterDevelopment/Traits/DataAssets/DA_Trait_Vampire_ClawsStamina"
"Vampire","DA_Trait_Vampire_CriticalClaws","DA_Trait_Vampire_CriticalClaws.uasset","2957","/Game/_Dawnwalker/Player/CharacterDevelopment/Traits/DataAssets/DA_Trait_Vampire_CriticalClaws"
"Vampire","DA_Trait_Vampire_DrinkingAnimalBlood","DA_Trait_Vampire_DrinkingAnimalBlood.uasset","3759","/Game/_Dawnwalker/Player/CharacterDevelopment/Traits/DataAssets/DA_Trait_Vampire_DrinkingAnimalBlood"
"Vampire","DA_Trait_Vampire_DrinkingHumanBlood","DA_Trait_Vampire_DrinkingHumanBlood.uasset","3751","/Game/_Dawnwalker/Player/CharacterDevelopment/Traits/DataAssets/DA_Trait_Vampire_DrinkingHumanBlood"
"Vampire","DA_Trait_Vampire_NewBloodSegment","DA_Trait_Vampire_NewBloodSegment.uasset","2954","/Game/_Dawnwalker/Player/CharacterDevelopment/Traits/DataAssets/DA_Trait_Vampire_NewBloodSegment"
"Vampire","DA_Trait_Vampire_SecondChance","DA_Trait_Vampire_SecondChance.uasset","2574","/Game/_Dawnwalker/Player/CharacterDevelopment/Traits/DataAssets/DA_Trait_Vampire_SecondChance"
"Vampire","DA_Trait_Vampire_SecondWind","DA_Trait_Vampire_SecondWind.uasset","2092","/Game/_Dawnwalker/Player/CharacterDevelopment/Traits/DataAssets/DA_Trait_Vampire_SecondWind"
"Vampire","DA_Trait_Vampire_Shadowstep","DA_Trait_Vampire_Shadowstep.uasset","2481","/Game/_Dawnwalker/Player/CharacterDevelopment/Traits/DataAssets/DA_Trait_Vampire_Shadowstep"
"Vampire","DA_Trait_Vampire_SweetBlood","DA_Trait_Vampire_SweetBlood.uasset","2301","/Game/_Dawnwalker/Player/CharacterDevelopment/Traits/DataAssets/DA_Trait_Vampire_SweetBlood"
"Vampire","DA_Trait_Vampire_UnstoppableVrakhir","DA_Trait_Vampire_UnstoppableVrakhir.uasset","2668","/Game/_Dawnwalker/Player/CharacterDevelopment/Traits/DataAssets/DA_Trait_Vampire_UnstoppableVrakhir"
"Vampire","DA_Trait_Vampire_VampireCooldown","DA_Trait_Vampire_VampireCooldown.uasset","2598","/Game/_Dawnwalker/Player/CharacterDevelopment/Traits/DataAssets/DA_Trait_Vampire_VampireCooldown"
"Vampire","DA_Trait_Vampire_VengefulRestoration","DA_Trait_Vampire_VengefulRestoration.uasset","3249","/Game/_Dawnwalker/Player/CharacterDevelopment/Traits/DataAssets/DA_Trait_Vampire_VengefulRestoration"
"Vampire","DA_Trait_Vampire_VrakhirFocus","DA_Trait_Vampire_VrakhirFocus.uasset","2783","/Game/_Dawnwalker/Player/CharacterDevelopment/Traits/DataAssets/DA_Trait_Vampire_VrakhirFocus"
"Vampire","DA_Trait_Vampire_VrakhirFocusAbilities","DA_Trait_Vampire_VrakhirFocusAbilities.uasset","2554","/Game/_Dawnwalker/Player/CharacterDevelopment/Traits/DataAssets/DA_Trait_Vampire_VrakhirFocusAbilities"
"Vampire","DA_Trait_Vampire_VrakhirMutation","DA_Trait_Vampire_VrakhirMutation.uasset","3550","/Game/_Dawnwalker/Player/CharacterDevelopment/Traits/DataAssets/DA_Trait_Vampire_VrakhirMutation"
