path,global_index,module,object_or_class,member
/Script/DogwoodCharacterDevelopment/CharacterDevelopmentSubsystem/GetEquippedAbilitiesCount,0x488a7818305755cb,DogwoodCharacterDevelopment,CharacterDevelopmentSubsystem,GetEquippedAbilitiesCount
/Script/DogwoodCharacterDevelopment/CharacterDevelopmentSubsystem/GetEquippedAbility,0x75133c7e7a123ccc,DogwoodCharacterDevelopment,CharacterDevelopmentSubsystem,GetEquippedAbility
/Script/DogwoodCharacterDevelopment/CharacterDevelopmentSubsystem/GetEquippedAbilityTypeCount,0x6b4b925355ec7b9a,DogwoodCharacterDevelopment,CharacterDevelopmentSubsystem,GetEquippedAbilityTypeCount
/Script/DogwoodCharacterDevelopment/CharacterDevelopmentSubsystem/GetEquippedAbilityTypeLimit,0x66acf528f62b9077,DogwoodCharacterDevelopment,CharacterDevelopmentSubsystem,GetEquippedAbilityTypeLimit
/Script/DogwoodCharacterDevelopment/CharacterDevelopmentSubsystem/GetEquippedQuantityLimit,0x6ca8483441a1590c,DogwoodCharacterDevelopment,CharacterDevelopmentSubsystem,GetEquippedQuantityLimit
/Script/DogwoodCharacterDevelopment/CharacterDevelopmentSubsystem/GetModeUndiscoveredState,0x4570307232860d70,DogwoodCharacterDevelopment,CharacterDevelopmentSubsystem,GetModeUndiscoveredState
/Script/DogwoodCharacterDevelopment/CharacterDevelopmentSubsystem/GetModeUndiscoveredStateTag,0x6ad62be924175f60,DogwoodCharacterDevelopment,CharacterDevelopmentSubsystem,GetModeUndiscoveredStateTag
/Script/DogwoodCharacterDevelopment/CharacterDevelopmentSubsystem/GetNextBlockedTraitLevel,0x523fd996306f64e0,DogwoodCharacterDevelopment,CharacterDevelopmentSubsystem,GetNextBlockedTraitLevel
/Script/DogwoodCharacterDevelopment/CharacterDevelopmentSubsystem/GetNextBlockedTraitLevelWithBooks,0x4495f0fcad3fefe6,DogwoodCharacterDevelopment,CharacterDevelopmentSubsystem,GetNextBlockedTraitLevelWithBooks
/Script/DogwoodCharacterDevelopment/CharacterDevelopmentSubsystem/GetNextLevel,0x6fce5af6ba3b2de9,DogwoodCharacterDevelopment,CharacterDevelopmentSubsystem,GetNextLevel
/Script/DogwoodCharacterDevelopment/CharacterDevelopmentSubsystem/GetOnceBoughtTraitLevel,0x6f54b2b5d2b03121,DogwoodCharacterDevelopment,CharacterDevelopmentSubsystem,GetOnceBoughtTraitLevel
/Script/DogwoodCharacterDevelopment/CharacterDevelopmentSubsystem/GetOpenedSkillTree,0x71ca65ef91caf27b,DogwoodCharacterDevelopment,CharacterDevelopmentSubsystem,GetOpenedSkillTree
/Script/DogwoodCharacterDevelopment/CharacterDevelopmentSubsystem/GetRandomEquippableAbility,0x5e7ac29ed09db83b,DogwoodCharacterDevelopment,CharacterDevelopmentSubsystem,GetRandomEquippableAbility
/Script/DogwoodCharacterDevelopment/CharacterDevelopmentSubsystem/GetSpentTraitPointAmount,0x493e0db6c64149f8,DogwoodCharacterDevelopment,CharacterDevelopmentSubsystem,GetSpentTraitPointAmount
/Script/DogwoodCharacterDevelopment/CharacterDevelopmentSubsystem/GetTrait,0x4e890b645752e674,DogwoodCharacterDevelopment,CharacterDevelopmentSubsystem,GetTrait
/Script/DogwoodCharacterDevelopment/CharacterDevelopmentSubsystem/GetTraitGameplayAbility,0x452f28172d27a143,DogwoodCharacterDevelopment,CharacterDevelopmentSubsystem,GetTraitGameplayAbility
/Script/DogwoodCharacterDevelopment/CharacterDevelopmentSubsystem/GetTraitIconSprite,0x65b96d1aa731d408,DogwoodCharacterDevelopment,CharacterDevelopmentSubsystem,GetTraitIconSprite
/Script/DogwoodCharacterDevelopment/CharacterDevelopmentSubsystem/GetTraitLevel,0x513f5f0e9e311c16,DogwoodCharacterDevelopment,CharacterDevelopmentSubsystem,GetTraitLevel
/Script/DogwoodCharacterDevelopment/CharacterDevelopmentSubsystem/GetTraitPointAmount,0x67b97619322b74d2,DogwoodCharacterDevelopment,CharacterDevelopmentSubsystem,GetTraitPointAmount
/Script/DogwoodCharacterDevelopment/CharacterDevelopmentSubsystem/GetTraitUnblockedLevel,0x5d9860c5db7bfce6,DogwoodCharacterDevelopment,CharacterDevelopmentSubsystem,GetTraitUnblockedLevel
/Script/DogwoodCharacterDevelopment/CharacterDevelopmentSubsystem/GetUnlockedTraitPointCosts,0x695ebca007e0a17d,DogwoodCharacterDevelopment,CharacterDevelopmentSubsystem,GetUnlockedTraitPointCosts
/Script/DogwoodCharacterDevelopment/CharacterDevelopmentSubsystem/GetUserEquippedAbilities,0x7c673cc1536be65b,DogwoodCharacterDevelopment,CharacterDevelopmentSubsystem,GetUserEquippedAbilities
/Script/DogwoodCharacterDevelopment/CharacterDevelopmentSubsystem/GetXPAmountByRewardType,0x589ddcd819d2cbe0,DogwoodCharacterDevelopment,CharacterDevelopmentSubsystem,GetXPAmountByRewardType
/Script/DogwoodCharacterDevelopment/CharacterDevelopmentSubsystem/HasMeleeActionsUnlocked,0x48e7efef51da61b9,DogwoodCharacterDevelopment,CharacterDevelopmentSubsystem,HasMeleeActionsUnlocked
/Script/DogwoodCharacterDevelopment/CharacterDevelopmentSubsystem/HasTraitUnblockBeenDiscovered,0x75127ea10ff19d34,DogwoodCharacterDevelopment,CharacterDevelopmentSubsystem,HasTraitUnblockBeenDiscovered
/Script/DogwoodCharacterDevelopment/CharacterDevelopmentSubsystem/HasTraitUnblockBeenViewed,0x4e9e26a6cf775c7c,DogwoodCharacterDevelopment,CharacterDevelopmentSubsystem,HasTraitUnblockBeenViewed
/Script/DogwoodCharacterDevelopment/CharacterDevelopmentSubsystem/IsAnotherUltimateAlreadyUnlocked,0x7b330cd207edfafe,DogwoodCharacterDevelopment,CharacterDevelopmentSubsystem,IsAnotherUltimateAlreadyUnlocked
/Script/DogwoodCharacterDevelopment/CharacterDevelopmentSubsystem/IsAnyCharacterDevelopmentModeEnabled,0x7b320eaa0885c8c0,DogwoodCharacterDevelopment,CharacterDevelopmentSubsystem,IsAnyCharacterDevelopmentModeEnabled
/Script/DogwoodCharacterDevelopment/CharacterDevelopmentSubsystem/IsLockedByQuest,0x487f7e5b2a682831,DogwoodCharacterDevelopment,CharacterDevelopmentSubsystem,IsLockedByQuest
/Script/DogwoodCharacterDevelopment/CharacterDevelopmentSubsystem/IsMatchingUnavailabilityReason,0x6da33318383a9f99,DogwoodCharacterDevelopment,CharacterDevelopmentSubsystem,IsMatchingUnavailabilityReason
/Script/DogwoodCharacterDevelopment/CharacterDevelopmentSubsystem/IsTraitAvailable,0x47f31ec7944cc20d,DogwoodCharacterDevelopment,CharacterDevelopmentSubsystem,IsTraitAvailable
/Script/DogwoodCharacterDevelopment/CharacterDevelopmentSubsystem/IsTraitEquipped,0x45300a05965f347e,DogwoodCharacterDevelopment,CharacterDevelopmentSubsystem,IsTraitEquipped
/Script/DogwoodCharacterDevelopment/CharacterDevelopmentSubsystem/IsTraitHidden,0x4cf1621e8a1f0ea7,DogwoodCharacterDevelopment,CharacterDevelopmentSubsystem,IsTraitHidden
/Script/DogwoodCharacterDevelopment/CharacterDevelopmentSubsystem/IsTraitLevelAvailableAtCurrentPlayerLevel,0x79c8f0a40bb2bf11,DogwoodCharacterDevelopment,CharacterDevelopmentSubsystem,IsTraitLevelAvailableAtCurrentPlayerLevel
/Script/DogwoodCharacterDevelopment/CharacterDevelopmentSubsystem/IsTraitLevelAvailableAtCurrentTraitPointSpent,0x5b17ef28a8310567,DogwoodCharacterDevelopment,CharacterDevelopmentSubsystem,IsTraitLevelAvailableAtCurrentTraitPointSpent
/Script/DogwoodCharacterDevelopment/CharacterDevelopmentSubsystem/IsTraitLevelBlocked,0x627adf922c67e65f,DogwoodCharacterDevelopment,CharacterDevelopmentSubsystem,IsTraitLevelBlocked
/Script/DogwoodCharacterDevelopment/CharacterDevelopmentSubsystem/IsTraitLevelLocked,0x48586b79013af63e,DogwoodCharacterDevelopment,CharacterDevelopmentSubsystem,IsTraitLevelLocked
/Script/DogwoodCharacterDevelopment/CharacterDevelopmentSubsystem/IsTraitSlotEquipped,0x44f4207f7dd8dda6,DogwoodCharacterDevelopment,CharacterDevelopmentSubsystem,IsTraitSlotEquipped
/Script/DogwoodCharacterDevelopment/CharacterDevelopmentSubsystem/IsUsingDemoActiveAbilities,0x672d7a5dd17dc7fc,DogwoodCharacterDevelopment,CharacterDevelopmentSubsystem,IsUsingDemoActiveAbilities
/Script/DogwoodCharacterDevelopment/CharacterDevelopmentSubsystem/NotifySlotEquipmentActiveChanged,0x41cd846254951e15,DogwoodCharacterDevelopment,CharacterDevelopmentSubsystem,NotifySlotEquipmentActiveChanged
/Script/DogwoodCharacterDevelopment/CharacterDevelopmentSubsystem/OnCharDevItemUsed,0x4b3bcccf3ae86cca,DogwoodCharacterDevelopment,CharacterDevelopmentSubsystem,OnCharDevItemUsed
/Script/DogwoodCharacterDevelopment/CharacterDevelopmentSubsystem/PlayerHasAnyTrait,0x73fd1baa7b3a08b0,DogwoodCharacterDevelopment,CharacterDevelopmentSubsystem,PlayerHasAnyTrait
/Script/DogwoodCharacterDevelopment/CharacterDevelopmentSubsystem/PlayerHasTrait,0x60b940a639222b0b,DogwoodCharacterDevelopment,CharacterDevelopmentSubsystem,PlayerHasTrait
/Script/DogwoodCharacterDevelopment/CharacterDevelopmentSubsystem/ReceiveQuestSkillRewards,0x7b478eb19e53d23a,DogwoodCharacterDevelopment,CharacterDevelopmentSubsystem,ReceiveQuestSkillRewards
/Script/DogwoodCharacterDevelopment/CharacterDevelopmentSubsystem/ReceiveTraitPoints,0x63b0cf6810a3671d,DogwoodCharacterDevelopment,CharacterDevelopmentSubsystem,ReceiveTraitPoints
/Script/DogwoodCharacterDevelopment/CharacterDevelopmentSubsystem/RegisterTraitUnblockAsDiscovered,0x46cd2eb85999dc23,DogwoodCharacterDevelopment,CharacterDevelopmentSubsystem,RegisterTraitUnblockAsDiscovered
/Script/DogwoodCharacterDevelopment/CharacterDevelopmentSubsystem/RegisterTraitUnblockAsViewed,0x5eec225040085701,DogwoodCharacterDevelopment,CharacterDevelopmentSubsystem,RegisterTraitUnblockAsViewed
/Script/DogwoodCharacterDevelopment/CharacterDevelopmentSubsystem/ResetAllTraits,0x5d039047576bcc95,DogwoodCharacterDevelopment,CharacterDevelopmentSubsystem,ResetAllTraits
/Script/DogwoodCharacterDevelopment/CharacterDevelopmentSubsystem/SetBoundToAutoEquipEvents,0x4d37137e6b3eb412,DogwoodCharacterDevelopment,CharacterDevelopmentSubsystem,SetBoundToAutoEquipEvents
/Script/DogwoodCharacterDevelopment/CharacterDevelopmentSubsystem/SetCharacterDevelopmentAbilitiesMode,0x60e62c0cbf384609,DogwoodCharacterDevelopment,CharacterDevelopmentSubsystem,SetCharacterDevelopmentAbilitiesMode
/Script/DogwoodCharacterDevelopment/CharacterDevelopmentSubsystem/SetCharacterDevelopmentMode,0x69227cfbb4f02ce0,DogwoodCharacterDevelopment,CharacterDevelopmentSubsystem,SetCharacterDevelopmentMode
/Script/DogwoodCharacterDevelopment/CharacterDevelopmentSubsystem/SetCombatFocusAbilityActive,0x44d879d067f7f8f0,DogwoodCharacterDevelopment,CharacterDevelopmentSubsystem,SetCombatFocusAbilityActive
/Script/DogwoodCharacterDevelopment/CharacterDevelopmentSubsystem/SetDefaultFocusAbilities,0x48aa721b8c5ed18e,DogwoodCharacterDevelopment,CharacterDevelopmentSubsystem,SetDefaultFocusAbilities
/Script/DogwoodCharacterDevelopment/CharacterDevelopmentSubsystem/SetMeleeActionsUnlocked,0x684edf6d76e7d35e,DogwoodCharacterDevelopment,CharacterDevelopmentSubsystem,SetMeleeActionsUnlocked
/Script/DogwoodCharacterDevelopment/CharacterDevelopmentSubsystem/SetModeUndiscoveredState,0x77bb6bab7f99daa6,DogwoodCharacterDevelopment,CharacterDevelopmentSubsystem,SetModeUndiscoveredState
/Script/DogwoodCharacterDevelopment/CharacterDevelopmentSubsystem/SetOpenedSkillTree,0x51358be7dadd6914,DogwoodCharacterDevelopment,CharacterDevelopmentSubsystem,SetOpenedSkillTree
/Script/DogwoodCharacterDevelopment/CharacterDevelopmentSubsystem/SetTraitEquipped,0x5119d05ff5200705,DogwoodCharacterDevelopment,CharacterDevelopmentSubsystem,SetTraitEquipped
/Script/DogwoodCharacterDevelopment/CharacterDevelopmentSubsystem/SetTraitPointsAmount,0x799852e3952e7625,DogwoodCharacterDevelopment,CharacterDevelopmentSubsystem,SetTraitPointsAmount
/Script/DogwoodCharacterDevelopment/CharacterDevelopmentSubsystem/SetUseDemoActiveAbilities,0x57251c3fc8732220,DogwoodCharacterDevelopment,CharacterDevelopmentSubsystem,SetUseDemoActiveAbilities
/Script/DogwoodCharacterDevelopment/CharacterDevelopmentSubsystem/SetVampireMutationEnabled,0x53e1f38ad6c76bf8,DogwoodCharacterDevelopment,CharacterDevelopmentSubsystem,SetVampireMutationEnabled
/Script/DogwoodCharacterDevelopment/CharacterDevelopmentSubsystem/SpendTime,0x6bf6f85628d02615,DogwoodCharacterDevelopment,CharacterDevelopmentSubsystem,SpendTime
/Script/DogwoodCharacterDevelopment/CharacterDevelopmentSubsystem/SpendTraitPoints,0x465c2f6207f7580c,DogwoodCharacterDevelopment,CharacterDevelopmentSubsystem,SpendTraitPoints
/Script/DogwoodCharacterDevelopment/CharacterDevelopmentSubsystem/TryAutoEquipSlot,0x7bb075c96fcfb956,DogwoodCharacterDevelopment,CharacterDevelopmentSubsystem,TryAutoEquipSlot
/Script/DogwoodCharacterDevelopment/CharacterDevelopmentSubsystem/TryBuyTrait,0x4129e0e34459c6c1,DogwoodCharacterDevelopment,CharacterDevelopmentSubsystem,TryBuyTrait
/Script/DogwoodCharacterDevelopment/CharacterDevelopmentSubsystem/TryPlayTraitUnblockVideo,0x515cf6890433857f,DogwoodCharacterDevelopment,CharacterDevelopmentSubsystem,TryPlayTraitUnblockVideo
/Script/DogwoodCharacterDevelopment/CharacterDevelopmentSubsystem/UnblockTraitNextLevel,0x5fb587dcea6bf496,DogwoodCharacterDevelopment,CharacterDevelopmentSubsystem,UnblockTraitNextLevel
/Script/DogwoodCharacterDevelopment/CharacterDevelopmentSubsystem/UnblockTraitToLevel,0x4e9c11259e86f8a3,DogwoodCharacterDevelopment,CharacterDevelopmentSubsystem,UnblockTraitToLevel
/Script/DogwoodCharacterDevelopment/CharacterDevelopmentSubsystem/UnhideTrait,0x62606e1c643ba776,DogwoodCharacterDevelopment,CharacterDevelopmentSubsystem,UnhideTrait
/Script/DogwoodCharacterDevelopment/CharacterDevelopmentSubsystem/UnlockAllTraits,0x636d21de5cf646c1,DogwoodCharacterDevelopment,CharacterDevelopmentSubsystem,UnlockAllTraits
/Script/DogwoodCharacterDevelopment/CharacterDevelopmentSubsystem/UnlockRandomTrait,0x6a9aa0ba4b43610c,DogwoodCharacterDevelopment,CharacterDevelopmentSubsystem,UnlockRandomTrait
/Script/DogwoodCharacterDevelopment/CharacterDevelopmentSubsystem/UnlockTrait,0x6cbbaefa1ba9858d,DogwoodCharacterDevelopment,CharacterDevelopmentSubsystem,UnlockTrait
/Script/DogwoodCharacterDevelopment/DWTraitDataRow,0x55776da223b25ed4,DogwoodCharacterDevelopment,DWTraitDataRow,
/Script/DogwoodCharacterDevelopment/DebugCharacterPreset,0x5f9785889cda1a34,DogwoodCharacterDevelopment,DebugCharacterPreset,
/Script/DogwoodCharacterDevelopment/DebugItemPresetEntry,0x6f7bf07b69e8f4a9,DogwoodCharacterDevelopment,DebugItemPresetEntry,
/Script/DogwoodCharacterDevelopment/DebugTraitPresetEntry,0x5d94079e6c2473c5,DogwoodCharacterDevelopment,DebugTraitPresetEntry,
/Script/DogwoodCharacterDevelopment/Default__CharacterDevelopmentPawn,0x532bf746e84cc1f7,DogwoodCharacterDevelopment,Default__CharacterDevelopmentPawn,
/Script/DogwoodCharacterDevelopment/Default__CharacterDevelopmentQuickslotSubsystem,0x56d74fd465bc0ac1,DogwoodCharacterDevelopment,Default__CharacterDevelopmentQuickslotSubsystem,
/Script/DogwoodCharacterDevelopment/Default__CharacterDevelopmentSubsystem,0x411c52ecc346ebcc,DogwoodCharacterDevelopment,Default__CharacterDevelopmentSubsystem,
/Script/DogwoodCharacterDevelopment/Default__DogwoodCharacterDevelopmentSettings,0x6cc099401e585853,DogwoodCharacterDevelopment,Default__DogwoodCharacterDevelopmentSettings,
/Script/DogwoodCharacterDevelopment/Default__TraitAsset,0x6399e61b42adb4c4,DogwoodCharacterDevelopment,Default__TraitAsset,
/Script/DogwoodCharacterDevelopment/DogwoodCharacterDevelopmentSettings,0x754c4ecc5b2e3a6d,DogwoodCharacterDevelopment,DogwoodCharacterDevelopmentSettings,
/Script/DogwoodCharacterDevelopment/DogwoodCharacterDevelopmentSettings/GetPlayerLevelOverride,0x5261834c2d3e6fb5,DogwoodCharacterDevelopment,DogwoodCharacterDevelopmentSettings,GetPlayerLevelOverride
/Script/DogwoodCharacterDevelopment/DogwoodCharacterDevelopmentSettings/SetPlayerLevelOverride,0x53e0d524af8ac8a3,DogwoodCharacterDevelopment,DogwoodCharacterDevelopmentSettings,SetPlayerLevelOverride
/Script/DogwoodCharacterDevelopment/ECharacterDevelopmentAbilityType,0x71ccbc43e8c387da,DogwoodCharacterDevelopment,ECharacterDevelopmentAbilityType,
/Script/DogwoodCharacterDevelopment/ECharacterDevelopmentMode,0x57cdef5359a5fc0d,DogwoodCharacterDevelopment,ECharacterDevelopmentMode,
/Script/DogwoodCharacterDevelopment/ECharacterDevelopmentModeUndiscoveredType,0x55edddb50082bc35,DogwoodCharacterDevelopment,ECharacterDevelopmentModeUndiscoveredType,
/Script/DogwoodCharacterDevelopment/ECombatExperienceRewardType,0x52e5dfb56a03456f,DogwoodCharacterDevelopment,ECombatExperienceRewardType,
/Script/DogwoodCharacterDevelopment/ETraitUnavailableReason,0x743a1cc7b30ccb6a,DogwoodCharacterDevelopment,ETraitUnavailableReason,
/Script/DogwoodCharacterDevelopment/ETraitWorkingPhase,0x54a5893ac2b02f7c,DogwoodCharacterDevelopment,ETraitWorkingPhase,
/Script/DogwoodCharacterDevelopment/LevelUpXPRequirementRow,0x45b438c3f5320cc4,DogwoodCharacterDevelopment,LevelUpXPRequirementRow,
/Script/DogwoodCharacterDevelopment/OnActiveAbilityChanged__DelegateSignature,0x6d91c1dbe7b92b6a,DogwoodCharacterDevelopment,OnActiveAbilityChanged__DelegateSignature,
/Script/DogwoodCharacterDevelopment/OnLevelUp__DelegateSignature,0x4902964a83b53cb8,DogwoodCharacterDevelopment,OnLevelUp__DelegateSignature,
/Script/DogwoodCharacterDevelopment/OnMutationChanged__DelegateSignature,0x78bada545f4a051b,DogwoodCharacterDevelopment,OnMutationChanged__DelegateSignature,
/Script/DogwoodCharacterDevelopment/OnMutationLevelUp__DelegateSignature,0x4e7790addb17096e,DogwoodCharacterDevelopment,OnMutationLevelUp__DelegateSignature,
/Script/DogwoodCharacterDevelopment/OnPlayCharacterDevelopmentVideo__DelegateSignature,0x4943c3c9a737f00a,DogwoodCharacterDevelopment,OnPlayCharacterDevelopmentVideo__DelegateSignature,
/Script/DogwoodCharacterDevelopment/OnSkillTreeActiveChanged__DelegateSignature,0x68ffcb3086a5ee92,DogwoodCharacterDevelopment,OnSkillTreeActiveChanged__DelegateSignature,
/Script/DogwoodCharacterDevelopment/OnSlotEquipmentActiveChanged__DelegateSignature,0x710fee84f2b3fd14,DogwoodCharacterDevelopment,OnSlotEquipmentActiveChanged__DelegateSignature,
/Script/DogwoodCharacterDevelopment/OnTraitAvailableDelegate__DelegateSignature,0x4a0101e7a8a4250a,DogwoodCharacterDevelopment,OnTraitAvailableDelegate__DelegateSignature,
/Script/DogwoodCharacterDevelopment/OnTraitBoughtDelegate__DelegateSignature,0x4e4d1b9d6f3aeb39,DogwoodCharacterDevelopment,OnTraitBoughtDelegate__DelegateSignature,
/Script/DogwoodCharacterDevelopment/OnTraitEquippedChangeDelegate__DelegateSignature,0x4802b05eab5af484,DogwoodCharacterDevelopment,OnTraitEquippedChangeDelegate__DelegateSignature,
/Script/DogwoodCharacterDevelopment/OnTraitLevelAvailableDelegate__DelegateSignature,0x63555bf15f2cc8c6,DogwoodCharacterDevelopment,OnTraitLevelAvailableDelegate__DelegateSignature,
/Script/DogwoodCharacterDevelopment/OnTraitUnlocked__DelegateSignature,0x505212c477b22b7d,DogwoodCharacterDevelopment,OnTraitUnlocked__DelegateSignature,
/Script/DogwoodCharacterDevelopment/OnTraitsResetDelegate__DelegateSignature,0x4405a14189d91c66,DogwoodCharacterDevelopment,OnTraitsResetDelegate__DelegateSignature,
/Script/DogwoodCharacterDevelopment/OnXPChanged__DelegateSignature,0x59908882ebc0ca6d,DogwoodCharacterDevelopment,OnXPChanged__DelegateSignature,
/Script/DogwoodCharacterDevelopment/OnXPGained__DelegateSignature,0x75a1bc3eed729fb4,DogwoodCharacterDevelopment,OnXPGained__DelegateSignature,
/Script/DogwoodCharacterDevelopment/TraitAsset,0x593115e0cb25f002,DogwoodCharacterDevelopment,TraitAsset,
